Term	Thai
idea_death_curse_fix_description	ยกเลิกคำสาปแห่งความตาย
idea_death_curse_fix_name	ยกเลิกคำสาปแห่งความตาย
idea_death_curse_fix_status_0	ยกเลิกคำสาปแห่งความตาย
idea_flour_mill_status_0	สร้างโรงโม่แป้ง
idea_flour_status_0	บดข้าวสาลี
idea_greed_curse_fix_description	ยกเลิกคำสาปแห่งความโลภขึ้น
idea_greed_curse_fix_name	ยกเลิกคำสาปแห่งความโลภขึ้น
idea_greed_curse_fix_status_0	ยกเลิกคำสาปแห่งความโลภ
idea_growth_status_13	ปลูกข้าวสาลี
idea_growth_status_14	ปลูกองุ่น
idea_growth_status_15	ต้นมะกอกที่กำลังเติบโต
idea_growth_status_16	ปลูกต้นมะเขือเทศ
idea_growth_status_17	ต้นไม้ที่กำลังเติบโต
idea_growth_status_18	สมุนไพรที่กำลังเติบโต
idea_happiness_curse_fix_description	ยกเลิกคำสาปแห่งความโศกเศร้า
idea_happiness_curse_fix_name	ยกเลิกคำสาป
idea_happiness_curse_fix_status_0	ยกเลิกคำสาปแห่งความโศกเศร้า
idea_happiness_description	วิธีรับความสุขที่รวดเร็วและสกปรก
idea_happiness_name	ความสุข
idea_happiness_result	วิธีรับความสุขที่รวดเร็วและสกปรก
idea_happiness_status_0	ให้เหรียญ
idea_happiness_status_1	กำลังอ่านหนังสือ
idea_offspring_status_2	สร้างลูกแมว
idea_oven_status_0	สร้างเตาอบ
idea_remove_happiness	
idea_tavern_status_0	สร้างโรงเตี๊ยม
idea_unhappiness_status_0	ทำให้ชาวบ้านเศร้าใจ
ideagroup_death	ความตาย
ideagroup_greed	ความโลภ
ideagroup_happiness	ความสุข
label_advanced_combat	ในเกมสถิติต่อสู้: [on_off]
label_advanced_settings	ตัวเลือกขั้นสูง
label_age_villagers	สุขสันต์วันเกิด!
label_altar_cutscene_help_false	ไม่สนใจพวกเขา
label_altar_cutscene_help_spirit_false	โปรดเรียกฉันอีกครั้งเมื่อคุณสามารถช่วยฉันได้
label_altar_cutscene_help_spirit_true	ขอบคุณ! ตามฉันมาสู่โลกของฉัน
label_altar_cutscene_help_true	ช่วยพวกเขาออกไป
label_altar_cutscene_text	ฉันคือ [spirit] คุณช่วยฉันในโลกของฉันได้ไหม?
label_altar_cutscene_title	แท่นบูชาเริ่มดังก้อง..
label_angry_villager	ชาวบ้านคนหนึ่งของคุณโกรธ!
label_beat_curse_to_unlock	ยกเลิกคำสาปนี้ออกเพื่อเริ่มวิ่งใหม่โดยเปิดใช้งาน
label_buy_dlc_steam	ซื้อบน Steam
label_cardopedia_all	การ์ดทั้งหมด
label_cardopedia_forest	ป่าทะมึนมืด
label_cardopedia_island	เกาะ
label_cardopedia_main	ต้นฉบับ
label_cardopedia_modded	ม็อด
label_cardopedia_order	สั่งซื้อและโครงสร้าง
label_cardopedia_spirit	โลกที่ถูกสาป
label_change_board_disabled_text	คุณไม่สามารถเปลี่ยนโลกในโลกแห่งวิญญาณได้
label_change_board_disabled_title	ปิดใช้งานเดินทาง
label_clicktodrag_enabled	ลากง่าย
label_clicktodrag_tooltip	ช่วยให้คุณสามารถลากการ์ดได้ด้วยคลิกขวา #คลิกขวาหนึ่งครั้งเพื่อเริ่มลาก และคลิกขวาอีกครั้งเพื่อหยุดลาก
label_death_intro_1	ยินดีต้อนรับสู่โลกแห่งความตาย
label_death_intro_2	ทุกๆ สองสามเดือน ชาวบ้านของเราก็จะเติบโตขึ้น
label_death_intro_3	แก่แล้วเราก็จากไป..
label_death_intro_4	เรายังอาจป่วยได้หากมีอุจจาระมากเกินไป
label_death_intro_5	คุณช่วยถอนคำสาปของเราได้ไหม?
label_death_intro_title	ถูกสาปโดยความตาย?
label_demand_collected	ไปได้ละ
label_demand_collected_2	ว่าละ! ทีนี้ไปได้ละ
label_demand_complete_start	ถึงเวลาเก็บส่วย! ฉันหวังว่าคุณจะมีครบนะ!
label_enable_curse_unknown	คำสาปแห่ง ???: ปิด
label_enable_death_curse	คำสาปแห่งความตาย: [on_off]
label_enable_greed_curse	คำสาปแห่งความโลภ: [on_off]
label_enable_happiness_curse	คำสาปแห่งความเศร้า: [on_off]
label_enabled_curses	เปิดใช้งานคำสาปแล้ว
label_everyone_angry	ทั้งหมู่บ้านของคุณโกรธ!
label_everyone_spirit_world_dead	ทุกคนในโลกวิญญาณเสียชีวิต
label_everyone_spirit_world_dead_text	กลับมาที่แท่นบูชา
label_everyone_spirit_world_dead_text_retry	คุณสามารถกลับมาเยี่ยมชมโลกแห่งวิญญาณนี้ได้โดยใช้แท่นบูชา
label_final_demand_end_text	ฉันค่อนข้างสงสัย ว่าคงเอาไข่มังกรมาให้ฉันไม่ได้ แต่ดูนี่สิ!
label_final_demand_end_text_2	*รอยแตกเริ่มปรากฏขึ้นในเปลือก*
label_final_demand_end_text_3	นี่อะไรน่ะ? รอยแตกในไข่มังกรของฉันเหรอ? หาอันใหม่ให้ฉันเดี๋ยวนี้!
label_final_demand_end_text_4	ไข่แตกอีกแล้ว...
label_final_demand_end_text_5	โอ้ไม่นะ...
label_final_demand_end_text_6	ไข่แตก!
label_final_demand_end_text_7	มันเป็นมังกร!
label_final_demand_end_text_8	ด้วยแกว่งครั้งใหญ่เพียงครั้งเดียว มังกรก็โค่นราชบัลลังก์ออกไปได้
label_final_demand_merchant	พ่อค้าคนหนึ่งปรากฏตัวขึ้น
label_final_demand_text	มีครบทุกอย่างแต่ยังไม่พอ...
label_final_demand_text_2	ฉันต้องอาหาร ความบันเทิง และของมีค่ามากขึ้น!
label_final_demand_text_3	เพื่อนรักของฉันคนหนึ่งได้รับไข่ฟีนิกซ์เป็นของขวัญวันเกิด... ฉันอยากได้สิ่งที่ดีกว่านี้!
label_final_demand_text_4	มีพ่อค้าคนหนึ่งอยู่ในเมือง และเขากำลังขายไข่มังกร! เอามันมาให้ฉัน!
label_forest_update	ป่าแห่งความทะมึนมืด
label_fountain_text	น้ำพุช่วยป้องกันไม่ให้ชาวบ้านของคุณแก่ชรา
label_fountain_title	น้ำพุแห่งความเยาว์วัย
label_giving_happiness	มอบความสุข...
label_greed_demand_failed_fight	ฉันจะต้องสอนบทเรียนให้แกหน่อยนะ..... ทหาร!!
label_greed_demand_failed_first_time	นี่เป็นความผิดครั้งแรกของแก ดังนั้นฉันจะปล่อยไป อย่าให้เกิดขึ้นอีก!
label_greed_intro_1	ยินดีต้อนรับสู่โลกแห่งความโลภ
label_greed_intro_2	นี่คือราชวงศ์โลภ...
label_greed_intro_3	เริ่มจันทร์หน้าเขาจะเรียกร้องทุกสิ่งที่ใจปรารถนา
label_greed_intro_4	หากคุณไม่รับใช้ราชวงศ์ เขาจะส่งราชองครักษ์ออกไป
label_greed_intro_5	ช่วยฉันกำจัดเขาเพื่อถอนคำสาปของเรา!
label_greed_intro_title	โลกแห่งความโลภ
label_greed_lift_curse	โชคดีที่มังกรไม่กินมงกุฎ
label_greed_lift_curse_2	มงกุฎราชวงศ์ คือสิ่งของที่มีค่าที่สุดในโลก...
label_greed_lift_curse_3	อย่างไรก็ตาม คุณไม่สามารถถอนคำสาปได้หากไม่มี มงกุฎราชวงศ์..
label_greed_lift_curse_kill_royal	ว้าว คุณสามารถสังหารราชวงศ์ ได้สำเร็จ และเขาก็ทิ้งมงกุฎของเขาลง!
label_greed_new_villager	แกทำงานช้าเกินไปสำหรับความชอบของฉัน...
label_greed_new_villager_2	นี่คือความช่วยเหลือเพิ่มเติม... ออกไปได้แล้ว!
label_greed_outro_wear_crown	แกไม่สามารถสวมมงกุฎได้ ฉันไม่อนุญาต
label_happiness_infobox	ในตอนสิ้นจันทรา คุณจะต้องมี [required_happiness_count] [happinessicon] เพื่อให้ชาวบ้านของคุณมีความสุข
label_happiness_infobox_warning	รับ [happinessicon] เพื่อที่ปีศาจของพวกเขาจะไม่ปรากฏ!
label_happiness_intro_1	ยินดีต้อนรับสู่โลกแห่งความโศกเศร้า
label_happiness_intro_2	ทุกเดือนชาวบ้านของเราต้องความสุข
label_happiness_intro_3	กระทำที่แตกต่างกันจะทำให้พวกเขามีความสุข
label_happiness_intro_4	หากชาวบ้านไม่ได้รับความสุขเพียงพอ ปีศาจของพวกเขาก็จะปรากฏขึ้น
label_happiness_intro_5	คุณช่วยถอนคำสาปของเราได้ไหม?
label_happiness_intro_title	โลกแห่งความเศร้า
label_happiness_return_0	คุณต้องกลับแผ่นดินใหญ่หรือไม่?
label_happiness_warning	คุณต้องมี [count] ความสุขก่อนสิ้นจันทราหน้า!
label_island_update	เกาะ
label_its_the_spirit	มันคือวิญญาณ!
label_magic_lore	ถ่ายทอดพลังที่ยิ่งใหญ่กว่า
label_magic_title	โจมตีด้วยเวทย์มนตร์
label_main_game	ต้นตอ
label_melee_lore	ใกล้ชิดและเป็นส่วนตัว
label_melee_title	โจมตีระยะประชิด
label_menu_spirit_title	โลกที่ถูกสาป
label_menu_spirit_title_locked	Cursed Worlds ออกมาแล้ว!
label_missing_cards_text	ไม่สามารถโหลดการ์ดต่อไปนี้ในรันได้ ซึ่งอาจเป็นเพราะม็อดหายไป: [missing].##คุณยังต้องรันต่อหรือไม่? การ์ดบางใบอาจหายไป
label_missing_cards_title	การ์ดที่หายไป
label_mod_update_type	การ์ดดัดแปลง
label_mods	ม็อด
label_mods_enable_title	สลับ Mods
label_name_villager_text	อย่ายึดติดให้มากนัก!
label_new_villager	ชาวบ้านคนใหม่
label_new_villager_death	ชาวบ้านผู้โดดเดี่ยวตัดสินใจตั้งถิ่นฐานในหมู่บ้านของคุณ
label_new_villager_happiness	ชาวบ้านคนใหม่ได้ยินเกี่ยวกับหมู่บ้านอันแสนสุขของคุณ จึงตัดสินใจตั้งถิ่นฐานที่นี่!
label_not_everyone_happy	ชาวบ้านบางคนได้รับความสุขไม่เพียงพอ...
label_open_workshop	เปิดประชุมเชิงปฏิบัติ
label_random_name	สุ่ม
label_ranged_lore	โจมตีจากระยะไกล
label_ranged_title	โจมตีระยะไกล
label_return_from_spirit_world_text	คุณแน่ใจหรือว่าต้องออกจาก Spirit World นี้? โลกจะรีเซ็ตเมื่อคุณจากไป
label_return_from_spirit_world_title	กำลังกลับ...
label_sadness_demon_text	คุณมีความโศกเศร้ามากเกินไป!
label_sadness_demon_title	ปีศาจแห่งความโศกเศร้าก็ปรากฏตัวขึ้น
label_screenshake_enabled	เปิดใช้งานสั่นหน้าจอแล้ว
label_shaman_appeared	ชาแมนปรากฏตัวออกมาจากที่ไหนเลย
label_shaman_intro	มีบางอย่างรู้สึกผิดปกติ
label_shaman_leaving_text	หมอผีได้บอกทุกสิ่งที่เขารู้แก่คุณแล้ว และจะจากโลกนี้ไป
label_shaman_leaving_title	ชาแมนกำลังจะไปแล้ว
label_spirit_dlc_not_installed_text	เข้าถึงเนื้อหาใหม่โดยซื้อ Cursed Worlds DLC
label_spirit_dlc_not_installed_title	DLC Cursed Worlds
label_spirit_outro_1	ขอบคุณที่ช่วยเรา
label_spirit_outro_2	ตอนนี้คุณสามารถกลับสู่โลกเก่าของคุณได้แล้ว
label_spirit_outro_3	วางทุกสิ่งที่คุณต้องนำกลับมาไว้บนฉัน...
label_spirit_outro_4	...และฉันจะพาคุณกลับ
label_spirit_outro_choice_0	ดำเนินต่อที่นี่
label_spirit_outro_choice_1	กลับสู่แผ่นดินใหญ่
label_spirit_update	อัพเดทวิญญาณ
label_time_infobox	เวลาปัจจุบัน จันทราที่นี้เหลือเวลา [time_left] ##ใช้ [action_time_pause] เพื่อหยุดชั่วคราว หรือใช้ [action_time_toggle] เพื่อสลับระหว่างความเร็วของเกม
label_try_attack_royal_description	ระวัง...
label_try_attack_royal_description_4	เขาจะเป็นมิตร ไม่ตลอดไป...
label_try_attack_royal_description_8	คำเตือนครั้งสุดท้าย!
label_try_attack_royal_title	พระราชาโกรธา
label_update_text_spirit	ขอขอบคุณที่ซื้อ Cursed Worlds DLC!##เดินทางสู่โลกที่แตกต่างกันสามโลกที่ชาวบ้านถูกคำสาปหลอกหลอน! สร้างหมู่บ้านของพวกเขา จากนั้นใช้การ์ดและซองการ์ดใหม่เพื่อกำจัดคำสาป!##<i>เนื้อหา DLC สามารถเข้าถึงได้หลังจากต่อสู้กับบอสครั้งแรกของเกมสำเร็จแล้ว</i>
label_update_text_spirit_locked	เราเพิ่งเปิดตัว Stacklands DLC ตัวแรก! เดินทางไปยังสามโลกที่แตกต่างกัน ที่ซึ่งชาวบ้านถูกหลอกหลอนด้วยคำสาปอันซับซ้อน! สร้างหมู่บ้านของพวกเขา จากนั้นใช้์ดและซองการ์ดใหม่เพื่อขจัดคำสาป!##•การ์ดใหม่มากกว่า 130 ใบ#• ภารกิจใหม่มากกว่า 50 ภารกิจ#• ซองการ์ดใหม่ 15 ซอง#• เวลาเล่น 3-5 ชั่วโมง
label_update_title_spirit	The Cursed Worlds
label_villager_age_birthday	ชาวบ้านบางคนก็มีอายุมากขึ้น
label_villager_age_description	<หนึ่ง>อายุ: 1 จันทรา<other>อายุ: [age] จันทรา
label_villager_food_poisoning	[villager] โดนอาหารเป็นพิษ...
label_villager_old	[villager] แก่
label_villager_old_age_death	[villager] เสียชีวิตด้วยวัยชรา
label_villager_sick	[villager] ป่วย...
label_villager_young	[villager] หนุ่ม
label_wow	ว้าว!
pack_death_animals_text	สัตว์มีชีวิต
pack_death_basic_text	ชีวิตประจำวัน
pack_death_ideas_1_text	ภูมิปัญญาแห่งชีวิต
pack_death_ideas_2_text	ความคิดลึก
pack_death_intro_text	ชีวิตนั้นสั้น
pack_death_locations_text	ตอนจบ
pack_greed_basic1_text	ความโลภบริสุทธิ์
pack_greed_food_creatures_text	สัตว์ประเสริฐ
pack_greed_ideas1_text	นักประดิษฐ์แห่งราชวงศ์
pack_greed_ideas2_text	คุมกำเนิดแบบคอร์ทยาร์ด
pack_greed_intro_text	จุดเริ่มต้นแห่งโลภ
pack_greed_luxuries_text	ราชวงศ์หรูหรา
pack_happiness_creatures_text	สัตว์มีความสุข
pack_happiness_food_text	อาหารแห่งจิตวิญญาณ
pack_happiness_ideas1_text	ความคิดที่เป็นสุข
pack_happiness_ideas2_text	มีความสุขตลอดไป
pack_happiness_intro_text	มีความสุขเริ่มต้น
pack_happiness1_text	ชีวิตที่เรียบง่าย
quest_3_succesfull_demands_text	สำเร็จข้อเรียกร้อง 3 ข้อ
quest_5_succesfull_demands_text	สำเร็จข้อเรียกร้อง 5 ข้อ
quest_8_succesfull_demands_text	สำเร็จข้อเรียกร้อง 8 ข้อ
quest_create_altar_text	พูดคุยกับหมอผีเพื่อรับความรู้ลับ
quest_death_befriend_cat_text	เป็นเพื่อนกับแมว
quest_death_breed_cow_text	ผสมพันธุ์วัว
quest_death_build_lumbercamp_text	สร้างค่ายไม้
quest_death_build_outhouse_text	สร้างบ้านนอก
quest_death_create_fountain_of_youth_text	สร้างน้ำพุแห่งความเยาว์วัย
quest_death_cure_sick_villager_text	รักษาชาวบ้านที่ป่วย
quest_death_explore_ruins_text	สำรวจซากปรักหักพัง
quest_death_find_cure_text	หาวิธีที่จะถอนคำสาป
quest_death_find_fix_text	ยกเลิกคำสาปแห่งความตาย
quest_death_have_3_cows_text	มีวัว 3 ตัว
quest_death_have_3_poop_text	มีอึ 3 อัน
quest_death_make_cheese_text	ทำชีส
quest_death_name_villager_text	ตั้งชื่อชาวบ้าน
quest_death_second_villager_text	รับชาวบ้านคนที่สอง
quest_death_third_villager_text	เลี้ยงลูกก่อนที่จะสายเกินไป...
quest_death_unlock_packs_text	ปลดล็อคแพ็คทั้งหมด
quest_death_villager_old_age_dead_text	ให้ชาวบ้านตายด้วยวัยชรา
quest_death_villager_old_text	มีชาวบ้านเก่า
quest_enter_death_world_text	เยี่ยมชมโลกแห่งความตาย
quest_enter_greed_world_text	เยี่ยมชมโลกแห่งความโลภ
quest_enter_happiness_world_text	เยี่ยมชมโลกแห่งความโศกเศร้า
quest_fight_royal_guard_text	ต่อสู้กับเหล่าทหารองครักษ์
quest_find_death_world_text	หาวิธีอัญเชิญวิญญาณแห่งความตาย
quest_find_greed_world_text	หาวิธีอัญเชิญวิญญาณแห่งความโลภ
quest_find_happiness_world_text	หาวิธีอัญเชิญวิญญาณแห่งความโศกเศร้า
quest_first_demand_text	รอรับข้อเรียกร้องแรกของราชวงศ์
quest_get_grape_text	เก็บเกี่ยวองุ่นครั้งแรกของคุณ
quest_greed_brickyard_text	สร้างโรงอิฐ
quest_greed_find_fix_text	ยกเลิกคำสาปแห่งความโลภ
quest_greed_garden_text	สร้างสวน
quest_greed_lumbercamp_text	สร้างค่ายไม้
quest_greed_mine_text	สร้างเหมือง
quest_greed_oak_barrel_text	ทำถังหมัก
quest_greed_olive_oil_text	ทำน้ำมันมะกอก
quest_greed_quarry_text	สร้างเหมืองหิน
quest_greed_roasted_meat_text	ทอดเนื้อสัตว์
quest_greed_sawmill_text	สร้างโรงเลื่อย
quest_greed_smelter_text	สร้างโรงถลุง
quest_greed_stomping_vat_text	สร้างถังกระทืบ
quest_greed_wine_text	ทำไวน์จากองุ่น
quest_greed_wool_text	หาขนแกะจากแกะ
quest_happiness_admire_a_coin_text	ให้เหรียญ
quest_happiness_all_packs_text	ปลดล็อคแพ็คความสุขทั้งหมด
quest_happiness_bake_bread_text	อบขนมปัง
quest_happiness_bake_pizza_text	ทำพิซซ่า
quest_happiness_build_charity_text	สร้างบุญ
quest_happiness_build_garden_text	สร้างสวน
quest_happiness_build_museum_text	สร้างพิพิธภัณฑ์
quest_happiness_build_tavern_text	สร้างโรงเตี๊ยม
quest_happiness_create_flour_text	สร้างแป้ง
quest_happiness_find_fix_text	ยกคำสาปแห่งความโศกเศร้า
quest_happiness_get_2_happiness_text	มีความสุข 2
quest_happiness_have_1_unhappiness_text	มี 1 ความโศกเศร้า
quest_happiness_have_10_unhappiness_text	มี 10 ความโศกเศร้า
quest_happiness_have_5_unhappiness_text	มีความทุกข์ 5
quest_happiness_make_dough_text	ทำแป้ง
quest_open_death_intro_pack_text	เปิดแพ็ค
quest_open_happiness_intro_pack_text	เปิดแพ็ค
quest_open_pack_text	เปิดแพ็คแรกของคุณ
questgroup_death_mainquest	ชีวิตและความตาย
questgroup_death_misc	ความตายอื่นๆ
questgroup_death_starter	โลกแห่งความตาย
questgroup_discover_spirits	พบกับชาแมน
questgroup_greed_mainquest	ให้ฉันทุกอย่าง!
questgroup_greed_misc	สิ่งของที่เหมาะกับราชวงศ์
questgroup_greed_starter	โลกแห่งความโลภ
questgroup_greed_thriving	อาณาจักรที่คู่ควร
questgroup_happiness_collecting	สิ่งที่สนุกสนาน
questgroup_happiness_cooking	อาหารที่ดี
questgroup_happiness_mainquest	ทำให้พวกเขามีความสุข
questgroup_happiness_starter	โลกแห่งความเศร้า
questgroup_happiness_unhappy	เศร้ามาก
specialhit_anxious_long	โอกาส [chance]% ที่จะทำให้ [target] วิตกกังวล
statuseffect_angry_description	ชาวบ้านที่โกรธแค้นจะต่อสู้กับชาวบ้านคนอื่น
statuseffect_angry_lore	เศร้ามานานเกินไปแล้ว
statuseffect_angry_name	โกรธ
statuseffect_anxious_description	ทำให้ความเร็วในทำงานลดลงมาก
statuseffect_anxious_lore	พวกเขารู้สึกไม่สบาย
statuseffect_anxious_name	วิตกกังวล
statuseffect_demand_description	ต้องการ์ดใหม่ทุกๆ สองสามจันทราที่
statuseffect_demand_lore	ต้องมากขึ้นเสมอ
statuseffect_demand_name	โลภ
statuseffect_sick_description	ทำความเสียหาย [damage] ทุก ๆ [time]
statuseffect_sick_lore	พวกเขารู้สึกไม่สบาย.. มีอึอยู่เต็มไปหมด!
statuseffect_sick_name	ป่วย
label_shaman_intro_demon	คุณเอาชนะปีศาจได้ และได้แนวคิดเรื่องเรือพาย
label_shaman_intro_island	หากคุณต้องพัฒนาหมู่บ้านของคุณเพิ่มเติม คุณสามารถเยี่ยมชมเกาะได้
label_beta_thanks	ขอบคุณ!
label_beta_text	ขอขอบคุณที่ช่วยเราทดสอบ Cursed Worlds DLC!##หากคุณต้องกระโจนเข้าสู่เนื้อหาใหม่ คุณสามารถเลือก Continue Run และเริ่มหลังจากที่ปีศาจพ่ายแพ้แล้ว คุณยังสามารถเริ่มวิ่งครั้งใหม่ได้โดยเลือกเริ่มวิ่งใหม่##หากคุณต้องใช้บันทึกเก่าต่อไป ให้คัดลอกไปที่:#[saveDirectory]###ขอให้สนุก! หากคุณประสบปัญหาใดๆ โปรดแจ้งให้เราทราบใน Stacklands Playtesters Discord!
label_shaman_intro_cursed	หากคุณต้องเรียนรู้เพิ่มเติมเกี่ยวกับไปเยือน Cursed Worlds คุณสามารถพูดคุยกับฉันได้
label_shaman_intro_title	ชาแมน
card_cursed_wand_name	ไม้กายสิทธิ์ต้องสาป
card_cursed_wand_description	มันใช้เวทย์มนตร์ดำ
label_demand_coins_text	ฉันอยากซื้อของน่ารักๆ! รับ [amount] เหรียญให้ฉันก่อนสิ้นเดือน [monthFinished]
label_demand_garden_text	อาหารเรากำลังเหลือน้อยแล้ว และฉันต้องให้คนรับใช้ช่วยทำอาหารเพิ่ม สร้างสวนให้ฉันก่อนสิ้นเดือน [monthFinished]
label_demand_olives_text	อยากกินของที่...แปลกใหม่ เอามะกอกมาให้ฉันก่อนสิ้นเดือน [monthFinished]
label_demand_beer_text	ฉันจะมีแขกมาเยี่ยมตอนสิ้นเดือน [monthFinished] รับเบียร์ [amount] ให้ฉันก่อนหน้านั้น
label_demand_fancy_dress_text	ฉันอยากจะสร้างความประทับใจให้กับผู้หญิงที่ฉันชื่นชอบ ขอชุดแฟนซีก่อนสิ้นเดือน [monthFinished]
label_demand_royal_banquet_text	อีกไม่กี่เดือนก็จะถึงวันเกิดของฉันแล้ว และฉันต้องฉลองใหญ่! รับจัดเลี้ยงพระราชทานก่อนสิ้นเดือน [monthFinished]
label_demand_wool_socks_text	เท้าของฉันเย็น! ไปซื้อถุงเท้าสีม่วงให้ฉันก่อนสิ้นเดือน [monthFinished]
label_demand_wine_text	ห้องเก็บไวน์ว่างเปล่า! เอาไวน์มาให้ฉัน 2 ขวดก่อนสิ้นเดือน [monthFinished]
label_demand_painting_text	บ้านของฉันไม่หรูหราพอ รับภาพวาดให้ฉันก่อนสิ้นเดือน[monthFinished]
label_missing_cards_more_text	และเพิ่มอีก [amount] ชิ้น
label_animal_die	สัตว์บางชนิดก็ตายไป
specialhit_sick_long	โอกาส [chance]% ที่จะทำให้ [target] ป่วย
card_well_name	บ่อน้ำ
card_well_description	แหล่งน้ำอันไม่มีที่สิ้นสุด
card_well_status_0	สร้างบ่อน้ำ
card_well_status_1	รับน้ำ
label_disable_paused_text	กะพริบปุ่ม "หยุดชั่วคราว": [เปิด_ปิด]
label_placeholder_search	ค้นหา
label_conflict_very_effective	มีประสิทธิภาพมาก
cutscene_happiness_food_text_0	คุณขายอาหารบางอย่าง...
cutscene_happiness_food_text_1	ความโศกเศร้าจะปรากฏขึ้นหากคุณขายอาหารที่ชาวบ้านกินได้
label_altar_cutscene_mainland	คุณได้เสร็จสิ้นโลกวิญญาณนี้แล้ว คุณต้องรีสตาร์ทโลกวิญญาณหรือเรียกคำสาปมาที่นี่หรือไม่?
label_altar_run_board	อัญเชิญ [คำสาป]
label_altar_run_redo	รีสตาร์ทโลกวิญญาณ
board_island_name	เกาะ
board_main_name	แผ่นดินใหญ่
board_forest_name	ป่า
board_greed_name	ความโลภ
board_death_name	ความตาย
board_happiness_name	ความสุข
label_altar_cutscene_good_luck	คุณเรียกคำสาปออกมา โชคดีนะ!
cutscene_happiness_middle_text_0	คุณทำหน้าที่ได้ดีมากในทำให้หมู่บ้านมีความสุข เราอาจสามารถยกคำเลิกสาปได้หากคุณสะสมเพิ่ม!
label_name_villager_title	ตั้งชื่อการ์ดใบนี้
credits_Tumult	Cursed Worlds - เอฟเฟกต์เสียง
label_spirit_outro_0_greed	คุณถอนคำสาปแห่งความโลภแล้ว!
label_spirit_outro_0_death	คุณถอนคำสาปแห่งความตายแล้ว!
label_spirit_outro_0_happiness	คุณถอนคำสาปแห่งความโศกเศร้าแล้ว!
card_sad_event_description	สร้างความโศกเศร้า 1 ครั้งต่อชาวบ้าน 2 คน
card_sad_event_name	เหตุณ์เศร้า
label_sad_event_appeared	มีเรื่องน่าเศร้าเกิดขึ้น!
label_greed_demand_failed_fight_peaceful	ฉันจะต้องสอนบทเรียนให้แก... ฉันจะเอาเหรียญของแกไป!!
label_shaman_intro_peaceful	คุณรวมวิหารและถ้วยทองคำเข้าด้วยกัน จึงมีไอเดียสำหรับเรือพาย
card_archer_name_young	นักธนูหนุ่ม
card_archer_name_old	นักธนูเก่าแก่
card_builder_name_young	หนุ่มก่อสร้าง
card_builder_name_old	ช่างก่อสร้างเก่าแก่
card_lumberjack_name_young	หนุ่มคนตัดไม้
card_lumberjack_name_old	คนตัดไม้เก่าแก่
card_mage_name_young	จอมเวทย์หนุ่ม
card_mage_name_old	เฒ่าเมจ
card_miner_name_young	หนุ่มนักขุด
card_miner_name_old	คนงานเหมืองเก่าแก่
card_ninja_name_young	นินจาหนุ่ม
card_ninja_name_old	นินจาเฒ่า
card_warrior_name_young	นักรบหนุ่ม
card_warrior_name_old	นักรบเก่าแก่
card_wizard_name_young	พ่อมดหนุ่ม
card_wizard_name_old	พ่อมดเก่าแก่
card_explorer_name_young	นักสำรวจรุ่นเยาว์
card_explorer_name_old	นักสำรวจเก่าแก่
card_militia_name_young	หนุ่มอาสา
card_militia_name_old	ทหารอาสาเก่าแก่
card_swordsman_name_young	นักดาบหนุ่ม
card_swordsman_name_old	นักดาบเก่าแก่
card_fisher_name_young	หนุ่มนักตกปลา
card_fisher_name_old	นักตกปลาเก่าแก่
card_friendly_pirate_name_young	โจรสลัดหนุ่มผู้เป็นมิตร
card_friendly_pirate_name_old	โจรสลัดผู้เป็นมิตรผู้เฒ่า
card_trained_monkey_name_young	ลิงฝึกหัดหนุ่ม
card_trained_monkey_name_old	ลิงฝึกหัดเก่าแก่
card_jester_name_young	หนุ่มตัวตลก
card_jester_name_old	ตัวตลกเก่าแก่
label_youtube_dlc_title	Cursed Worlds - เข้าถึงได้ก่อน
label_youtube_dlc_text	นี่เป็นโครงสร้างเข้าถึงล่วงหน้าแบบพิเศษของ Stacklands Cursed Worlds DLC!## คุณสามารถเข้าถึงเนื้อหาใหม่ได้อย่างรวดเร็วโดยใช้เกมบันทึกที่สร้างไว้ล่วงหน้าของเรา เกมบันทึกนี้เริ่มต้นหลังจากเอาชนะบอสตัวแรกของเกมได้##และยังสามารถดำเนินต่อได้ตามปกติจากที่บันทึกปัจจุบันของคุณ##หากคุณต้องเริ่มต้นใหม่ ให้ล้างข้อมูลบันทึกของคุณจากเมนูตั้งค่า
label_load_run	ใช้เกมบันทึกที่สร้างไว้ล่วงหน้า
label_exit	ดำเนินไปตามปกติ
card_chicken_name_old	ไก่แก่
card_cow_name_old	วัวเฒ่า
card_crab_name_old	ปูแก่
card_horse_name_old	ม้าแก่
card_monkey_name_old	ลิงเฒ่า
card_parrot_name_old	นกแก้วแก่
card_rabbit_name_old	กระต่ายเฒ่า
card_sheep_name_old	แกะแก่
cutscene_death_middle_text_3	คุณไม่ได้รับ Villager ใหม่ทันเวลา...
cutscene_death_middle_text_4	น่าเสียดาย นั่นหมายความว่าหมู่บ้านแห่งนี้ถึงวาระที่จะต้องล่มสลาย..
label_greed_given	[given] ให้
credits_betatesting	ทดสอบเบต้า
quest_happiness_read_book_text	อ่านหนังสือ
label_music	ดนตรี
label_click_this_pack	เปิดแพ็กนี้เพื่อรับการ์ด!
card_coin_chest_description_long	หีบที่สามารถเก็บเหรียญได้ โต้ตอบเพื่อลบเหรียญ ประกอบด้วย [count]/[max_count][goldicon]
